date,store,category,units_sold,price,revenue,promotion,temperature,holiday
2022-01-04,Store_B,Clothing,89,42.7,3800.3,0,27.7,0
2022-01-04,Store_B,Groceries,200,12.31,2462.0,0,36.6,0
2022-01-04,Store_B,Furniture,42,299.55,12581.1,0,18.1,0
2022-01-04,Store_B,Toys,53,22.62,1198.86,0,28.9,0
2022-01-04,Store_C,Electronics,131,272.7,35723.7,1,30.7,0
2022-01-04,Store_C,Clothing,75,48.85,3663.75,0,24.4,0
2022-01-04,Store_C,Groceries,205,12.85,2634.25,1,12.9,0
2022-01-04,Store_C,Furniture,32,289.02,9248.64,0,15.0,0
2022-01-04,Store_C,Toys,61,25.98,1584.78,1,26.2,0
2022-01-05,Store_A,Electronics,144,274.5,39528.0,0,15.9,0
2022-01-05,Store_A,Clothing,119,47.17,5613.23,0,33.4,0
2022-01-05,Store_A,Groceries,252,11.5,2898.0,0,29.1,0
2022-01-05,Store_A,Furniture,50,324.79,16239.5,0,55.8,0
2022-01-05,Store_A,Toys,78,25.75,2008.5,0,30.2,0
2022-01-05,Store_B,Electronics,110,241.9,26609.0,0,23.1,0
2022-01-05,Store_B,Clothing,110,40.82,4490.2,0,10.1,0
2022-01-05,Store_B,Groceries,190,12.22,2321.8,0,33.7,0
2022-01-05,Store_B,Furniture,37,301.33,11149.21,0,30.4,0
2022-01-05,Store_B,Toys,60,22.93,1375.8,0,19.8,0
2022-01-05,Store_C,Electronics,76,256.87,19522.12,0,26.5,0
2022-01-05,Store_C,Clothing,66,42.94,2834.04,0,24.1,0
2022-01-05,Store_C,Groceries,168,13.11,2202.48,0,31.9,0
2022-01-05,Store_C,Furniture,30,280.4,8412.0,0,19.8,0
2022-01-05,Store_C,Toys,41,26.07,1068.87,0,32.3,0
2022-01-06,Store_A,Electronics,244,261.89,63901.16,1,33.3,0
2022-01-06,Store_A,Clothing,121,42.73,5170.33,0,19.3,0
2022-01-06,Store_A,Groceries,250,11.08,2770.0,0,31.2,0
2022-01-06,Store_A,Furniture,32,275.87,8827.84,0,16.8,0
2022-01-06,Store_A,Toys,83,24.67,2047.61,0,13.6,0
2022-01-06,Store_B,Electronics,137,227.27,31135.99,0,13.5,0
2022-01-06,Store_B,Clothing,81,48.21,3905.01,0,28.7,0
2022-01-06,Store_B,Groceries,201,12.34,2480.34,0,21.9,0
2022-01-06,Store_B,Furniture,64,304.53,19489.92,1,15.1,0
2022-01-06,Store_B,Toys,59,25.23,1488.57,0,29.7,0
2022-01-06,Store_C,Electronics,138,270.27,37297.26,1,20.0,0
2022-01-06,Store_C,Clothing,67,43.37,2905.79,0,31.8,0
2022-01-06,Store_C,Groceries,174,12.47,2169.78,0,27.5,0
2022-01-06,Store_C,Furniture,29,318.21,9228.09,0,20.5,0
2022-01-06,Store_C,Toys,47,26.53,1246.91,0,25.9,0
2022-01-07,Store_A,Electronics,152,263.82,40100.64,0,23.4,0
2022-01-07,Store_A,Clothing,117,44.36,5190.12,0,31.5,0
2022-01-07,Store_A,Groceries,271,12.97,3514.87,0,25.2,0
2022-01-07,Store_A,Furniture,49,323.73,15862.77,0,24.0,0
2022-01-07,Store_A,Toys,92,25.37,2334.04,1,41.7,0
2022-01-07,Store_B,Electronics,134,241.43,32351.62,0,31.3,0
2022-01-07,Store_B,Clothing,90,47.61,4284.9,0,17.8,0
2022-01-07,Store_B,Groceries,219,12.12,2654.28,0,23.8,0
2022-01-07,Store_B,Furniture,41,277.02,11357.82,0,20.5,0
2022-01-07,Store_B,Toys,61,23.01,1403.61,0,20.9,0
2022-01-07,Store_C,Electronics,91,266.09,24214.19,0,26.9,0
2022-01-07,Store_C,Clothing,61,49.38,3012.18,0,13.7,0
2022-01-07,Store_C,Groceries,148,13.07,1934.36,0,23.3,0
2022-01-07,Store_C,Furniture,34,303.5,10319.0,0,23.7,0
2022-01-07,Store_C,Toys,47,24.96,1173.12,0,22.7,0
2022-01-08,Store_A,Electronics,193,230.94,44571.42,0,18.4,0
2022-01-08,Store_A,Clothing,139,45.75,6359.25,0,28.2,0
2022-01-08,Store_A,Groceries,319,12.88,4108.72,0,25.1,0
2022-01-08,Store_A,Furniture,62,303.23,18800.26,0,29.0,0
2022-01-08,Store_A,Toys,113,25.98,2935.74,0,18.9,0
2022-01-08,Store_B,Electronics,190,270.06,51311.4,0,18.5,0
2022-01-08,Store_B,Clothing,92,42.19,3881.48,0,20.8,0
2022-01-08,Store_B,Groceries,269,10.99,2956.31,0,40.0,0
2022-01-08,Store_B,Furniture,47,318.83,14985.01,0,28.9,0
2022-01-08,Store_B,Toys,94,26.61,2501.34,1,39.7,0
2022-01-08,Store_C,Electronics,195,268.3,52318.5,1,21.2,0
2022-01-08,Store_C,Clothing,108,41.85,4519.8,1,35.8,0
2022-01-08,Store_C,Groceries,288,12.82,3692.16,1,34.9,0
2022-01-08,Store_C,Furniture,41,286.4,11742.4,0,25.4,0
2022-01-08,Store_C,Toys,59,27.22,1605.98,0,30.0,0
2022-01-09,Store_A,Electronics,189,231.46,43745.94,0,29.1,0
2022-01-09,Store_A,Clothing,119,46.55,5539.45,0,35.2,0
2022-01-09,Store_A,Groceries,361,12.41,4480.01,0,25.9,0
2022-01-09,Store_A,Furniture,75,321.13,24084.75,0,39.0,0
2022-01-09,Store_A,Toys,99,24.52,2427.48,0,35.9,0
2022-01-09,Store_B,Electronics,172,235.65,40531.8,0,10.9,0
2022-01-09,Store_B,Clothing,114,44.44,5066.16,0,30.7,0
2022-01-09,Store_B,Groceries,303,12.68,3842.04,0,14.0,0
2022-01-09,Store_B,Furniture,43,326.97,14059.71,0,24.6,0
2022-01-09,Store_B,Toys,62,27.4,1698.8,0,24.3,0
2022-01-09,Store_C,Electronics,129,237.01,30574.29,0,17.5,0
2022-01-09,Store_C,Clothing,93,43.61,4055.73,0,32.6,0
2022-01-09,Store_C,Groceries,197,11.21,2208.37,0,18.7,0
2022-01-09,Store_C,Furniture,41,275.32,11288.12,0,16.7,0
2022-01-09,Store_C,Toys,74,24.32,1799.68,0,25.3,0
2022-01-10,Store_A,Electronics,134,264.97,35505.98,0,26.7,0
2022-01-10,Store_A,Clothing,107,48.79,5220.53,0,23.2,0
2022-01-10,Store_A,Groceries,227,12.6,2860.2,0,20.4,0
2022-01-10,Store_A,Furniture,40,299.07,11962.8,0,35.9,0
2022-01-10,Store_A,Toys,76,26.24,1994.24,0,27.5,0
2022-01-10,Store_B,Electronics,118,251.61,29689.98,0,17.4,0
2022-01-10,Store_B,Clothing,83,42.68,3542.44,0,13.6,0
2022-01-10,Store_B,Groceries,187,11.57,2163.59,0,16.3,0
2022-01-10,Store_B,Furniture,46,323.43,14877.78,0,32.1,0
2022-01-10,Store_B,Toys,60,24.99,1499.4,0,18.1,0
2022-01-10,Store_C,Electronics,86,262.27,22555.22,0,23.5,0
2022-01-10,Store_C,Clothing,78,43.77,3414.06,0,40.3,0
2022-01-10,Store_C,Groceries,137,13.17,1804.29,0,29.5,0
2022-01-10,Store_C,Furniture,29,279.17,8095.93,0,21.1,0
2022-01-10,Store_C,Toys,48,23.93,1148.64,0,18.4,0
2022-01-11,Store_A,Electronics,140,274.12,38376.8,0,17.7,0
2022-01-11,Store_A,Clothing,142,48.29,6857.18,1,31.0,0
2022-01-11,Store_A,Groceries,243,12.4,3013.2,0,31.0,0
2022-01-11,Store_A,Furniture,44,286.8,12619.2,0,29.6,0
2022-01-11,Store_A,Toys,60,24.63,1477.8,0,25.4,0
2022-01-11,Store_B,Electronics,128,255.53,32707.84,0,11.7,0
2022-01-11,Store_B,Clothing,84,44.83,3765.72,0,25.4,0
2022-01-11,Store_B,Groceries,220,11.12,2446.4,0,20.4,0
2022-01-11,Store_B,Furniture,42,310.89,13057.38,0,36.5,0
2022-01-11,Store_B,Toys,63,24.56,1547.28,0,23.4,0
2022-01-11,Store_C,Electronics,99,273.25,27051.75,0,20.2,0
2022-01-11,Store_C,Clothing,101,42.13,4255.13,1,23.8,0
2022-01-11,Store_C,Groceries,165,12.82,2115.3,0,21.7,0
2022-01-11,Store_C,Furniture,33,279.82,9234.06,0,21.6,0
2022-01-11,Store_C,Toys,52,25.12,1306.24,0,22.4,0
2022-01-12,Store_A,Electronics,114,265.83,30304.62,0,16.9,0
2022-01-12,Store_A,Clothing,108,43.21,4666.68,0,38.4,0
2022-01-12,Store_A,Groceries,260,12.96,3369.6,0,7.3,0
2022-01-12,Store_A,Furniture,57,307.45,17524.65,1,34.2,0
2022-01-12,Store_A,Toys,76,26.47,2011.72,0,43.2,0
2022-01-12,Store_B,Electronics,114,264.43,30145.02,0,18.2,0
2022-01-12,Store_B,Clothing,90,47.2,4248.0,0,21.2,0
2022-01-12,Store_B,Groceries,221,12.9,2850.9,0,20.9,0
2022-01-12,Store_B,Furniture,39,320.79,12510.81,0,17.2,0
2022-01-12,Store_B,Toys,64,23.25,1488.0,0,17.6,0
2022-01-12,Store_C,Electronics,100,257.06,25706.0,0,40.0,0
2022-01-12,Store_C,Clothing,59,43.61,2572.99,0,37.0,0
2022-01-12,Store_C,Groceries,164,13.07,2143.48,0,16.0,0
2022-01-12,Store_C,Furniture,32,306.69,9814.08,0,30.8,0
2022-01-12,Store_C,Toys,44,27.11,1192.84,0,28.8,0
2022-01-13,Store_A,Electronics,167,255.34,42641.78,0,20.9,0
2022-01-13,Store_A,Clothing,136,48.83,6640.88,1,24.0,0
2022-01-13,Store_A,Groceries,338,12.81,4329.78,1,33.8,0
2022-01-13,Store_A,Furniture,47,293.94,13815.18,0,21.6,0
2022-01-13,Store_A,Toys,64,22.52,1441.28,0,11.8,0
2022-01-13,Store_B,Electronics,104,270.99,28182.96,0,14.6,0
2022-01-13,Store_B,Clothing,87,44.57,3877.59,0,13.0,0
2022-01-13,Store_B,Groceries,146,11.22,1638.12,0,24.6,0
2022-01-13,Store_B,Furniture,66,291.74,19254.84,1,34.0,0
2022-01-13,Store_B,Toys,58,25.82,1497.56,0,16.1,0
2022-01-13,Store_C,Electronics,121,274.84,33255.64,0,25.5,0
2022-01-13,Store_C,Clothing,73,47.25,3449.25,0,23.8,0
2022-01-13,Store_C,Groceries,159,11.26,1790.34,0,20.7,0
2022-01-13,Store_C,Furniture,31,273.94,8492.14,0,37.0,0
2022-01-13,Store_C,Toys,54,24.7,1333.8,0,8.4,0
2022-01-14,Store_A,Electronics,124,234.1,29028.4,0,18.8,0
2022-01-14,Store_A,Clothing,118,44.18,5213.24,0,35.2,0
2022-01-14,Store_A,Groceries,258,11.33,2923.14,0,16.0,0
2022-01-14,Store_A,Furniture,45,276.25,12431.25,0,28.9,0
2022-01-14,Store_A,Toys,70,23.69,1658.3,0,22.0,0
2022-01-14,Store_B,Electronics,116,267.78,31062.48,0,34.3,0
2022-01-14,Store_B,Clothing,95,42.34,4022.3,0,22.5,0
2022-01-14,Store_B,Groceries,207,11.01,2279.07,0,15.0,0
2022-01-14,Store_B,Furniture,38,323.56,12295.28,0,33.4,0
2022-01-14,Store_B,Toys,50,24.4,1220.0,0,29.8,0
2022-01-14,Store_C,Electronics,76,245.47,18655.72,0,38.6,0
2022-01-14,Store_C,Clothing,68,49.04,3334.72,0,28.2,0
2022-01-14,Store_C,Groceries,162,11.97,1939.14,0,26.2,0
2022-01-14,Store_C,Furniture,33,271.35,8954.55,0,11.3,0
2022-01-14,Store_C,Toys,48,23.79,1141.92,0,23.5,0
2022-01-15,Store_A,Electronics,248,251.28,62317.44,1,18.8,0
2022-01-15,Store_A,Clothing,143,48.73,6968.39,0,17.2,0
2022-01-15,Store_A,Groceries,345,12.13,4184.85,0,28.8,0
2022-01-15,Store_A,Furniture,64,270.66,17322.24,0,32.9,0
2022-01-15,Store_A,Toys,76,25.83,1963.08,0,14.8,0
2022-01-15,Store_B,Electronics,164,227.35,37285.4,0,19.2,0
2022-01-15,Store_B,Clothing,110,45.93,5052.3,0,13.7,0
2022-01-15,Store_B,Groceries,235,11.65,2737.75,0,33.4,0
2022-01-15,Store_B,Furniture,54,298.56,16122.24,0,26.5,0
2022-01-15,Store_B,Toys,73,23.57,1720.61,0,26.0,0
2022-01-15,Store_C,Electronics,139,254.84,35422.76,0,19.4,0
2022-01-15,Store_C,Clothing,93,41.18,3829.74,0,39.2,0
2022-01-15,Store_C,Groceries,223,11.84,2640.32,0,20.5,0
2022-01-15,Store_C,Furniture,44,311.68,13713.92,0,12.4,0
2022-01-15,Store_C,Toys,62,22.96,1423.52,0,30.0,0
2022-01-16,Store_A,Electronics,195,252.1,49159.5,0,29.9,0
2022-01-16,Store_A,Clothing,152,46.43,7057.36,0,28.7,0
2022-01-16,Store_A,Groceries,326,11.97,3902.22,0,26.7,0
2022-01-16,Store_A,Furniture,55,304.08,16724.4,0,33.4,0
2022-01-16,Store_A,Toys,131,27.36,3584.16,1,30.5,0
2022-01-16,Store_B,Electronics,171,267.23,45696.33,0,20.9,0
2022-01-16,Store_B,Clothing,112,45.87,5137.44,0,22.5,0
2022-01-16,Store_B,Groceries,293,12.47,3653.71,0,17.8,0
2022-01-16,Store_B,Furniture,59,288.92,17046.28,0,26.6,0
2022-01-16,Store_B,Toys,80,25.63,2050.4,0,32.1,0
2022-01-16,Store_C,Electronics,126,226.22,28503.72,0,33.5,0
2022-01-16,Store_C,Clothing,124,47.69,5913.56,1,36.3,0
2022-01-16,Store_C,Groceries,199,12.31,2449.69,0,36.6,0
2022-01-16,Store_C,Furniture,40,314.25,12570.0,0,22.7,0
2022-01-16,Store_C,Toys,56,23.94,1340.64,0,18.9,0
2022-01-17,Store_A,Electronics,144,225.89,32528.16,0,26.9,0
2022-01-17,Store_A,Clothing,119,46.62,5547.78,0,23.3,0
2022-01-17,Store_A,Groceries,299,11.92,3564.08,1,28.1,0
2022-01-17,Store_A,Furniture,68,283.9,19305.2,1,28.9,0
2022-01-17,Store_A,Toys,67,25.06,1679.02,0,20.8,0
2022-01-17,Store_B,Electronics,112,234.32,26243.84,0,34.5,0
2022-01-17,Store_B,Clothing,103,49.22,5069.66,0,20.4,0
2022-01-17,Store_B,Groceries,189,11.17,2111.13,0,30.1,0
2022-01-17,Store_B,Furniture,46,302.22,13902.12,0,39.4,0
2022-01-17,Store_B,Toys,56,26.89,1505.84,0,21.9,0
2022-01-17,Store_C,Electronics,99,272.78,27005.22,0,27.7,0
2022-01-17,Store_C,Clothing,71,45.46,3227.66,0,18.6,0
2022-01-17,Store_C,Groceries,160,11.42,1827.2,0,39.4,0
2022-01-17,Store_C,Furniture,30,283.21,8496.3,0,26.8,0
2022-01-17,Store_C,Toys,60,24.98,1498.8,0,20.8,0
2022-01-18,Store_A,Electronics,154,242.39,37328.06,0,39.8,0
2022-01-18,Store_A,Clothing,114,48.41,5518.74,0,33.9,0
2022-01-18,Store_A,Groceries,260,12.88,3348.8,0,29.1,0
2022-01-18,Store_A,Furniture,54,310.81,16783.74,0,30.2,0
2022-01-18,Store_A,Toys,71,26.9,1909.9,0,26.2,0
2022-01-18,Store_B,Electronics,125,262.18,32772.5,0,21.9,0
2022-01-18,Store_B,Clothing,92,45.07,4146.44,0,25.4,0
2022-01-18,Store_B,Groceries,213,11.42,2432.46,0,42.3,0
2022-01-18,Store_B,Furniture,41,276.42,11333.22,0,37.6,0
2022-01-18,Store_B,Toys,89,24.21,2154.69,1,26.5,0
2022-01-18,Store_C,Electronics,92,271.86,25011.12,0,26.6,0
2022-01-18,Store_C,Clothing,73,46.87,3421.51,0,19.4,0
2022-01-18,Store_C,Groceries,151,12.29,1855.79,0,28.0,0
2022-01-18,Store_C,Furniture,37,271.48,10044.76,0,24.5,0
2022-01-18,Store_C,Toys,41,24.73,1013.93,0,7.4,0
2022-01-19,Store_A,Electronics,129,264.74,34151.46,0,30.7,0
2022-01-19,Store_A,Clothing,94,46.62,4382.28,0,32.0,0
2022-01-19,Store_A,Groceries,359,11.16,4006.44,1,24.2,0
2022-01-19,Store_A,Furniture,40,308.31,12332.4,0,19.5,0
2022-01-19,Store_A,Toys,98,24.55,2405.9,1,27.8,0
2022-01-19,Store_B,Electronics,105,226.56,23788.8,0,36.6,0
2022-01-19,Store_B,Clothing,93,44.76,4162.68,0,28.7,0
2022-01-19,Store_B,Groceries,213,12.83,2732.79,0,35.6,0
2022-01-19,Store_B,Furniture,40,271.95,10878.0,0,30.7,0
2022-01-19,Store_B,Toys,56,24.91,1394.96,0,39.4,0
2022-01-19,Store_C,Electronics,97,249.58,24209.26,0,19.6,0
2022-01-19,Store_C,Clothing,69,47.68,3289.92,0,9.9,0
2022-01-19,Store_C,Groceries,153,10.97,1678.41,0,5.6,0
2022-01-19,Store_C,Furniture,34,287.5,9775.0,0,28.4,0
2022-01-19,Store_C,Toys,43,22.7,976.1,0,24.6,0
2022-01-20,Store_A,Electronics,144,274.33,39503.52,0,15.7,0
2022-01-20,Store_A,Clothing,106,46.82,4962.92,0,25.2,0
2022-01-20,Store_A,Groceries,235,12.04,2829.4,0,19.5,0
2022-01-20,Store_A,Furniture,43,274.71,11812.53,0,22.8,0
2022-01-20,Store_A,Toys,68,25.95,1764.6,0,29.6,0
2022-01-20,Store_B,Electronics,137,230.23,31541.51,0,32.4,0
2022-01-20,Store_B,Clothing,91,48.93,4452.63,0,19.8,0
2022-01-20,Store_B,Groceries,219,12.89,2822.91,0,30.1,0
2022-01-20,Store_B,Furniture,45,318.89,14350.05,0,26.6,0
2022-01-20,Store_B,Toys,70,25.72,1800.4,0,26.6,0
2022-01-20,Store_C,Electronics,90,228.02,20521.8,0,21.1,0
2022-01-20,Store_C,Clothing,76,42.47,3227.72,0,20.4,0
2022-01-20,Store_C,Groceries,188,12.0,2256.0,0,28.5,0
2022-01-20,Store_C,Furniture,32,329.78,10552.96,0,26.0,0
2022-01-20,Store_C,Toys,47,25.9,1217.3,0,11.7,0
2022-01-21,Store_A,Electronics,137,261.36,35806.32,0,37.6,0
2022-01-21,Store_A,Clothing,111,43.84,4866.24,0,33.4,0
2022-01-21,Store_A,Groceries,267,12.54,3348.18,0,24.7,0
2022-01-21,Store_A,Furniture,71,295.3,20966.3,1,12.4,0
2022-01-21,Store_A,Toys,116,23.55,2731.8,1,36.0,0
2022-01-21,Store_B,Electronics,126,231.58,29179.08,0,27.1,0
2022-01-21,Store_B,Clothing,90,42.64,3837.6,0,34.4,0
2022-01-21,Store_B,Groceries,216,12.89,2784.24,0,2.2,0
2022-01-21,Store_B,Furniture,38,305.58,11612.04,0,16.0,0
2022-01-21,Store_B,Toys,73,23.79,1736.67,1,34.3,0
2022-01-21,Store_C,Electronics,96,231.54,22227.84,0,28.8,0
2022-01-21,Store_C,Clothing,72,41.16,2963.52,0,14.7,0
2022-01-21,Store_C,Groceries,135,12.79,1726.65,0,21.6,0
2022-01-21,Store_C,Furniture,31,312.41,9684.71,0,22.2,0
2022-01-21,Store_C,Toys,46,26.18,1204.28,0,41.6,0
2022-01-22,Store_A,Electronics,207,265.28,54912.96,0,26.9,0
2022-01-22,Store_A,Clothing,140,41.51,5811.4,0,24.7,0
2022-01-22,Store_A,Groceries,336,13.05,4384.8,0,24.4,0
2022-01-22,Store_A,Furniture,68,300.43,20429.24,0,27.8,0
2022-01-22,Store_A,Toys,113,25.08,2834.04,0,23.9,0
2022-01-22,Store_B,Electronics,174,226.5,39411.0,0,16.7,0
2022-01-22,Store_B,Clothing,110,46.56,5121.6,0,40.3,0
2022-01-22,Store_B,Groceries,284,11.23,3189.32,0,29.0,0
2022-01-22,Store_B,Furniture,90,310.99,27989.1,1,24.5,0
2022-01-22,Store_B,Toys,87,25.35,2205.45,0,34.5,0
2022-01-22,Store_C,Electronics,146,257.94,37659.24,0,15.8,0
2022-01-22,Store_C,Clothing,93,46.42,4317.06,0,27.6,0
2022-01-22,Store_C,Groceries,242,12.68,3068.56,0,28.6,0
2022-01-22,Store_C,Furniture,46,294.25,13535.5,0,15.2,0
2022-01-22,Store_C,Toys,60,26.31,1578.6,0,36.0,0
2022-01-23,Store_A,Electronics,185,231.01,42736.85,0,25.1,0
2022-01-23,Store_A,Clothing,163,43.8,7139.4,0,18.2,0
2022-01-23,Store_A,Groceries,293,11.88,3480.84,0,14.4,0
2022-01-23,Store_A,Furniture,73,274.39,20030.47,0,33.1,0
2022-01-23,Store_A,Toys,103,24.82,2556.46,0,22.4,0
2022-01-23,Store_B,Electronics,135,248.96,33609.6,0,11.8,0
2022-01-23,Store_B,Clothing,133,45.3,6024.9,0,29.5,0
2022-01-23,Store_B,Groceries,281,12.52,3518.12,0,27.2,0
2022-01-23,Store_B,Furniture,48,325.62,15629.76,0,22.8,0
2022-01-23,Store_B,Toys,70,23.78,1664.6,0,16.2,0
2022-01-23,Store_C,Electronics,137,251.96,34518.52,0,12.4,0
2022-01-23,Store_C,Clothing,84,42.95,3607.8,0,23.2,0
2022-01-23,Store_C,Groceries,211,12.43,2622.73,0,14.3,0
2022-01-23,Store_C,Furniture,35,276.41,9674.35,0,28.5,0
2022-01-23,Store_C,Toys,89,24.92,2217.88,1,35.9,0
2022-01-24,Store_A,Electronics,146,256.66,37472.36,0,29.3,0
2022-01-24,Store_A,Clothing,101,48.46,4894.46,0,19.7,0
2022-01-24,Store_A,Groceries,211,11.79,2487.69,0,19.5,0
2022-01-24,Store_A,Furniture,46,286.49,13178.54,0,35.0,0
2022-01-24,Store_A,Toys,66,22.98,1516.68,0,42.2,0
2022-01-24,Store_B,Electronics,128,233.4,29875.2,0,28.3,0
2022-01-24,Store_B,Clothing,90,41.36,3722.4,0,23.8,0
2022-01-24,Store_B,Groceries,190,12.11,2300.9,0,14.0,0
2022-01-24,Store_B,Furniture,37,299.81,11092.97,0,38.1,0
2022-01-24,Store_B,Toys,63,26.09,1643.67,0,38.0,0
2022-01-24,Store_C,Electronics,90,228.97,20607.3,0,16.9,0
2022-01-24,Store_C,Clothing,72,43.69,3145.68,0,18.8,0
2022-01-24,Store_C,Groceries,164,12.72,2086.08,0,12.6,0
2022-01-24,Store_C,Furniture,25,309.05,7726.25,0,28.0,0
2022-01-24,Store_C,Toys,56,25.85,1447.6,0,28.4,0
2022-01-25,Store_A,Electronics,153,228.01,34885.53,0,25.6,0
2022-01-25,Store_A,Clothing,110,46.71,5138.1,0,13.7,0
2022-01-25,Store_A,Groceries,223,11.88,2649.24,0,34.9,0
2022-01-25,Store_A,Furniture,43,317.73,13662.39,0,22.5,0
2022-01-25,Store_A,Toys,113,27.14,3066.82,1,26.1,0
2022-01-25,Store_B,Electronics,123,256.18,31510.14,0,22.5,0
2022-01-25,Store_B,Clothing,97,47.93,4649.21,0,32.7,0
2022-01-25,Store_B,Groceries,185,11.53,2133.05,0,14.4,0
2022-01-25,Store_B,Furniture,32,326.22,10439.04,0,29.1,0
2022-01-25,Store_B,Toys,62,24.74,1533.88,0,44.9,0
2022-01-25,Store_C,Electronics,136,249.85,33979.6,1,24.2,0
2022-01-25,Store_C,Clothing,74,48.4,3581.6,0,27.6,0
2022-01-25,Store_C,Groceries,158,11.53,1821.74,0,19.0,0
2022-01-25,Store_C,Furniture,32,311.7,9974.4,0,24.9,0
2022-01-25,Store_C,Toys,48,26.61,1277.28,0,31.5,0
2022-01-26,Store_A,Electronics,145,263.24,38169.8,0,14.5,0
2022-01-26,Store_A,Clothing,102,41.82,4265.64,0,23.5,0
2022-01-26,Store_A,Groceries,243,11.12,2702.16,0,29.2,0
2022-01-26,Store_A,Furniture,68,295.95,20124.6,1,9.2,0
2022-01-26,Store_A,Toys,63,23.03,1450.89,0,29.8,0
2022-01-26,Store_B,Electronics,118,257.51,30386.18,0,36.9,0
2022-01-26,Store_B,Clothing,91,49.45,4499.95,0,22.3,0
2022-01-26,Store_B,Groceries,264,11.37,3001.68,1,22.6,0
2022-01-26,Store_B,Furniture,40,273.74,10949.6,0,25.0,0
2022-01-26,Store_B,Toys,66,25.58,1688.28,0,13.1,0
2022-01-26,Store_C,Electronics,83,246.3,20442.9,0,23.2,0
2022-01-26,Store_C,Clothing,76,44.23,3361.48,0,31.1,0
2022-01-26,Store_C,Groceries,151,10.83,1635.33,0,4.3,0
2022-01-26,Store_C,Furniture,30,285.59,8567.7,0,28.1,0
