date,units_sold,price,revenue,promotion,temperature,holiday,year,month,day,day_of_week,is_weekend,quarter,week_of_year,month_sin,month_cos,dow_sin,dow_cos,units_sold_lag_1,units_sold_lag_7,units_sold_roll_mean_7,store_Store_B,store_Store_C,category_Electronics,category_Furniture,category_Groceries,category_Toys
2022-02-23,85,49.41,4199.85,0,31.8,0,2022,2,23,2,0,1,8,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,116.0,83.0,107.0,False,False,False,False,False,False
2022-02-24,68,48.68,3310.24,0,8.0,0,2022,2,24,3,0,1,8,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,85.0,94.0,107.28571428571429,False,False,False,False,False,False
2022-02-25,111,48.46,5379.06,1,32.6,0,2022,2,25,4,0,1,8,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,68.0,103.0,103.57142857142857,False,False,False,False,False,False
2022-02-26,122,45.6,5563.2,0,27.3,0,2022,2,26,5,1,1,8,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,111.0,106.0,104.71428571428571,False,False,False,False,False,False
2022-02-27,114,46.41,5290.74,0,28.6,0,2022,2,27,6,1,1,8,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,122.0,120.0,107.0,False,False,False,False,False,False
2022-02-28,86,43.43,3734.98,0,28.4,0,2022,2,28,0,0,1,9,0.8660254037844386,0.5000000000000001,0.0,1.0,114.0,127.0,106.14285714285714,False,False,False,False,False,False
2022-03-01,108,48.87,5277.96,0,17.8,0,2022,3,1,1,0,1,9,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,86.0,116.0,100.28571428571429,False,False,False,False,False,False
2022-03-02,99,45.51,4505.49,0,19.6,0,2022,3,2,2,0,1,9,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,108.0,85.0,99.14285714285714,False,False,False,False,False,False
2022-03-03,100,40.51,4051.0,0,19.3,0,2022,3,3,3,0,1,9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,99.0,68.0,101.14285714285714,False,False,False,False,False,False
2022-03-04,129,48.36,6238.44,0,25.0,0,2022,3,4,4,0,1,9,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,100.0,111.0,105.71428571428571,False,False,False,False,False,False
2022-03-05,117,48.45,5668.65,0,14.2,0,2022,3,5,5,1,1,9,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,129.0,122.0,108.28571428571429,False,False,False,False,False,False
2022-03-06,135,46.3,6250.5,0,23.8,0,2022,3,6,6,1,1,9,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,117.0,114.0,107.57142857142857,False,False,False,False,False,False
2022-03-07,110,41.64,4580.4,0,16.5,0,2022,3,7,0,0,1,10,1.0,6.123233995736766e-17,0.0,1.0,135.0,86.0,110.57142857142857,False,False,False,False,False,False
2022-03-08,103,41.93,4318.79,0,15.6,0,2022,3,8,1,0,1,10,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,110.0,108.0,114.0,False,False,False,False,False,False
2022-03-09,101,42.29,4271.29,0,16.5,0,2022,3,9,2,0,1,10,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,103.0,99.0,113.28571428571429,False,False,False,False,False,False
2022-03-10,93,42.59,3960.87,0,19.9,0,2022,3,10,3,0,1,10,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,101.0,100.0,113.57142857142857,False,False,False,False,False,False
2022-03-11,137,46.98,6436.26,0,27.1,0,2022,3,11,4,0,1,10,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,93.0,129.0,112.57142857142857,False,False,False,False,False,False
2022-03-12,132,40.5,5346.0,0,29.2,0,2022,3,12,5,1,1,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,137.0,117.0,113.71428571428571,False,False,False,False,False,False
2022-03-13,145,46.21,6700.45,0,35.4,0,2022,3,13,6,1,1,10,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,132.0,135.0,115.85714285714286,False,False,False,False,False,False
2022-03-14,127,46.29,5878.83,0,31.6,0,2022,3,14,0,0,1,11,1.0,6.123233995736766e-17,0.0,1.0,145.0,110.0,117.28571428571429,False,False,False,False,False,False
2022-03-15,125,48.97,6121.25,0,30.7,0,2022,3,15,1,0,1,11,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,127.0,103.0,119.71428571428571,False,False,False,False,False,False
2022-03-16,103,46.22,4760.66,0,20.1,0,2022,3,16,2,0,1,11,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,125.0,101.0,122.85714285714286,False,False,False,False,False,False
2022-03-17,80,42.63,3410.4,0,20.0,0,2022,3,17,3,0,1,11,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,103.0,93.0,123.14285714285714,False,False,False,False,False,False
2022-03-18,118,48.42,5713.56,0,25.002259852216746,0,2022,3,18,4,0,1,11,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,80.0,137.0,121.28571428571429,False,False,False,False,False,False
2022-03-19,159,42.13,6698.67,0,18.8,0,2022,3,19,5,1,1,11,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,118.0,132.0,118.57142857142857,False,False,False,False,False,False
2022-03-20,157,41.66,6540.62,0,19.3,0,2022,3,20,6,1,1,11,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,159.0,145.0,122.42857142857143,False,False,False,False,False,False
2022-03-21,166,49.0,8134.0,1,10.1,0,2022,3,21,0,0,1,12,1.0,6.123233995736766e-17,0.0,1.0,157.0,127.0,124.14285714285714,False,False,False,False,False,False
2022-03-22,159,44.49,7073.91,1,9.0,0,2022,3,22,1,0,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,166.0,125.0,129.71428571428572,False,False,False,False,False,False
2022-03-23,123,44.18,5434.14,0,16.4,0,2022,3,23,2,0,1,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,159.0,103.0,134.57142857142858,False,False,False,False,False,False
2022-03-24,112,46.35,5191.2,0,26.4,0,2022,3,24,3,0,1,12,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,123.0,80.0,137.42857142857142,False,False,False,False,False,False
2022-03-25,104,46.54,4840.16,0,30.6,0,2022,3,25,4,0,1,12,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,112.0,118.0,142.0,False,False,False,False,False,False
2022-03-26,143,42.08,6017.44,0,12.2,0,2022,3,26,5,1,1,12,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,104.0,159.0,140.0,False,False,False,False,False,False
2022-03-27,150,45.63,6844.5,0,18.0,0,2022,3,27,6,1,1,12,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,143.0,157.0,137.71428571428572,False,False,False,False,False,False
2022-03-28,104,49.38,5135.52,0,31.7,0,2022,3,28,0,0,1,13,1.0,6.123233995736766e-17,0.0,1.0,150.0,166.0,136.71428571428572,False,False,False,False,False,False
2022-03-29,93,47.97,4461.21,0,20.7,0,2022,3,29,1,0,1,13,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,104.0,159.0,127.85714285714286,False,False,False,False,False,False
2022-03-30,101,42.41,4283.41,0,17.4,0,2022,3,30,2,0,1,13,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,93.0,123.0,118.42857142857143,False,False,False,False,False,False
2022-03-31,101,49.16,4965.16,0,25.3,0,2022,3,31,3,0,1,13,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,101.0,112.0,115.28571428571429,False,False,False,False,False,False
2022-04-01,109,42.65,4648.85,0,27.1,0,2022,4,1,4,0,2,13,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,101.0,104.0,113.71428571428571,False,False,False,False,False,False
2022-04-02,153,41.42,6337.26,0,23.9,0,2022,4,2,5,1,2,13,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109.0,143.0,114.42857142857143,False,False,False,False,False,False
2022-04-03,128,40.96,5242.88,0,24.9,0,2022,4,3,6,1,2,13,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,153.0,150.0,115.85714285714286,False,False,False,False,False,False
2022-04-04,102,46.37,4729.74,0,14.3,0,2022,4,4,0,0,2,14,0.8660254037844387,-0.4999999999999998,0.0,1.0,128.0,104.0,112.71428571428571,False,False,False,False,False,False
2022-04-05,118,43.08,5083.44,0,14.8,0,2022,4,5,1,0,2,14,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,102.0,93.0,112.42857142857143,False,False,False,False,False,False
2022-04-06,97,48.36,4690.92,0,16.0,0,2022,4,6,2,0,2,14,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,118.0,101.0,116.0,False,False,False,False,False,False
2022-04-07,115,49.22,5660.3,0,26.6,0,2022,4,7,3,0,2,14,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,97.0,101.0,115.42857142857143,False,False,False,False,False,False
2022-04-08,108,45.03,4863.24,0,16.0,0,2022,4,8,4,0,2,14,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,115.0,109.0,117.42857142857143,False,False,False,False,False,False
2022-04-09,209,43.28,9045.52,1,29.0,0,2022,4,9,5,1,2,14,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,108.0,153.0,117.28571428571429,False,False,False,False,False,False
2022-04-10,124,41.07,5092.68,0,30.8,0,2022,4,10,6,1,2,14,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,209.0,128.0,125.28571428571429,False,False,False,False,False,False
2022-04-11,172,40.53,6971.16,1,26.7,0,2022,4,11,0,0,2,15,0.8660254037844387,-0.4999999999999998,0.0,1.0,124.0,102.0,124.71428571428571,False,False,False,False,False,False
2022-04-12,98,43.35,4248.3,0,24.5,0,2022,4,12,1,0,2,15,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,172.0,118.0,134.71428571428572,False,False,False,False,False,False
2022-04-13,121,45.09,5455.89,0,24.3,0,2022,4,13,2,0,2,15,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,98.0,97.0,131.85714285714286,False,False,False,False,False,False
2022-04-14,109,40.68,4434.12,0,38.1,0,2022,4,14,3,0,2,15,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,121.0,115.0,135.28571428571428,False,False,False,False,False,False
2022-04-15,125,47.23,5903.75,0,26.7,0,2022,4,15,4,0,2,15,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,109.0,108.0,134.42857142857142,False,False,False,False,False,False
2022-04-16,161,47.14,7589.54,0,19.2,0,2022,4,16,5,1,2,15,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,125.0,209.0,136.85714285714286,False,False,False,False,False,False
2022-04-17,139,46.06,6402.34,0,26.9,0,2022,4,17,6,1,2,15,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,161.0,124.0,130.0,False,False,False,False,False,False
2022-04-18,114,45.08,5139.12,0,16.6,0,2022,4,18,0,0,2,16,0.8660254037844387,-0.4999999999999998,0.0,1.0,139.0,172.0,132.14285714285714,False,False,False,False,False,False
2022-04-19,149,48.08,7163.92,1,26.6,0,2022,4,19,1,0,2,16,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,114.0,98.0,123.85714285714286,False,False,False,False,False,False
2022-04-20,160,49.01,7841.6,1,23.1,0,2022,4,20,2,0,2,16,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,149.0,121.0,131.14285714285714,False,False,False,False,False,False
2022-04-21,86,44.24,3804.64,0,20.9,0,2022,4,21,3,0,2,16,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,160.0,109.0,136.71428571428572,False,False,False,False,False,False
2022-04-22,116,46.61,5406.76,0,24.3,0,2022,4,22,4,0,2,16,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,86.0,125.0,133.42857142857142,False,False,False,False,False,False
2022-04-23,164,45.07,7391.48,0,26.0,0,2022,4,23,5,1,2,16,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,116.0,161.0,132.14285714285714,False,False,False,False,False,False
2022-04-24,148,44.46,6580.08,0,28.2,0,2022,4,24,6,1,2,16,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,164.0,139.0,132.57142857142858,False,False,False,False,False,False
2022-04-25,182,46.6,8481.2,1,18.8,0,2022,4,25,0,0,2,17,0.8660254037844387,-0.4999999999999998,0.0,1.0,148.0,114.0,133.85714285714286,False,False,False,False,False,False
2022-04-26,102,46.12,4704.24,0,13.4,0,2022,4,26,1,0,2,17,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,182.0,149.0,143.57142857142858,False,False,False,False,False,False
2022-04-27,122,46.73,5701.06,0,22.6,0,2022,4,27,2,0,2,17,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,102.0,160.0,136.85714285714286,False,False,False,False,False,False
2022-04-28,114,49.43,5635.02,0,22.1,0,2022,4,28,3,0,2,17,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,122.0,86.0,131.42857142857142,False,False,False,False,False,False
2022-04-29,137,46.23,6333.51,1,25.5,0,2022,4,29,4,0,2,17,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,114.0,116.0,135.42857142857142,False,False,False,False,False,False
2022-04-30,154,41.39,6374.06,0,21.4,0,2022,4,30,5,1,2,17,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,137.0,164.0,138.42857142857142,False,False,False,False,False,False
2022-05-01,116,47.43,5501.88,0,25.0,0,2022,5,1,6,1,2,17,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,154.0,148.0,137.0,False,False,False,False,False,False
2022-05-02,96,43.19,4146.24,0,32.2,0,2022,5,2,0,0,2,18,0.49999999999999994,-0.8660254037844387,0.0,1.0,116.0,182.0,132.42857142857142,False,False,False,False,False,False
2022-05-03,122,41.87,5108.14,0,34.5,0,2022,5,3,1,0,2,18,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,96.0,102.0,120.14285714285714,False,False,False,False,False,False
2022-05-04,111,47.22,5241.42,0,34.3,0,2022,5,4,2,0,2,18,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,122.0,122.0,123.0,False,False,False,False,False,False
2022-05-05,110,48.17,5298.7,0,11.4,0,2022,5,5,3,0,2,18,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,111.0,114.0,121.42857142857143,False,False,False,False,False,False
2022-05-06,105,41.54,4361.7,0,39.5,0,2022,5,6,4,0,2,18,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,110.0,137.0,120.85714285714286,False,False,False,False,False,False
2022-05-07,162,42.77,6928.74,0,23.8,0,2022,5,7,5,1,2,18,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,105.0,154.0,116.28571428571429,False,False,False,False,False,False
2022-05-08,175,47.37,8289.75,0,26.3,0,2022,5,8,6,1,2,18,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,162.0,116.0,117.42857142857143,False,False,False,False,False,False
2022-05-09,89,42.33,3767.37,0,13.2,0,2022,5,9,0,0,2,19,0.49999999999999994,-0.8660254037844387,0.0,1.0,175.0,96.0,125.85714285714286,False,False,False,False,False,False
2022-05-10,116,44.0,5104.0,0,30.3,0,2022,5,10,1,0,2,19,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,89.0,122.0,124.85714285714286,False,False,False,False,False,False
2022-05-11,112,44.13,4942.56,0,16.0,0,2022,5,11,2,0,2,19,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,116.0,111.0,124.0,False,False,False,False,False,False
2022-05-12,115,47.85,5502.75,0,33.0,0,2022,5,12,3,0,2,19,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,112.0,110.0,124.14285714285714,False,False,False,False,False,False
2022-05-13,96,41.98,4030.08,0,20.7,0,2022,5,13,4,0,2,19,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,115.0,105.0,124.85714285714286,False,False,False,False,False,False
2022-05-14,147,44.79,6584.13,0,9.9,0,2022,5,14,5,1,2,19,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,96.0,162.0,123.57142857142857,False,False,False,False,False,False
2022-05-15,137,42.31,5796.47,0,35.8,0,2022,5,15,6,1,2,19,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,147.0,175.0,121.42857142857143,False,False,False,False,False,False
2022-05-16,117,48.56,5681.52,0,24.2,0,2022,5,16,0,0,2,20,0.49999999999999994,-0.8660254037844387,0.0,1.0,137.0,89.0,116.0,False,False,False,False,False,False
2022-05-17,120,46.99,5638.8,0,39.6,0,2022,5,17,1,0,2,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,117.0,116.0,120.0,False,False,False,False,False,False
2022-05-18,123,45.06,5542.38,0,36.5,0,2022,5,18,2,0,2,20,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,120.0,112.0,120.57142857142857,False,False,False,False,False,False
2022-05-19,103,44.36,4569.08,0,30.3,0,2022,5,19,3,0,2,20,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,123.0,115.0,122.14285714285714,False,False,False,False,False,False
